YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
1978,MISSOURI,29,"  ","   ",YEAR,RICE,"28,000","1,600",400,"30,000","28,000","1,600","30,000",400,"11,358,000","18,000","1,204,000","1,298,000","76,000","4,500","4,750","4,300","4,330"," "," "," ",433
1978,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.98," "," "," "
1978,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"218,000","2,000"," ","220,000","213,000","2,000","215,000"," ","72,921,000"," ","9,052,000","9,138,000","86,000"," ","4,300","4,250","4,250"," "," "," ",415.4
1978,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.5," "," "," "
1978,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.75," "," "," "
1978,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.06," "," "," "
1978,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","295,000","198,000","493,000"," ","294,000","490,000","196,000","180,581,000","10,290,000"," ","25,578,000","15,288,000","5,250","5,200"," ","5,220"," "," "," ",519
1978,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.47," "," "," "
1978,ARKANSAS,05,"  ","   ",YEAR,RICE,"917,000","151,000","32,000","1,100,000","908,000","150,000","1,090,000","32,000","410,837,000","1,616,000","39,952,000","48,505,000","6,937,000","5,050","4,625","4,400","4,450"," "," "," ",441
1978,TEXAS,48,"  ","   ",YEAR,RICE,"540,000","20,000"," ","560,000","538,000","20,000","558,000"," ","243,115,000"," ","25,421,000","26,226,000","805,000"," ","4,025","4,725","4,700"," "," "," ",468.3
1979,ARKANSAS,05,"  ","   ",YEAR,RICE,"890,000","111,000","29,000","1,030,000","881,000","110,000","1,020,000","29,000","467,078,000","1,335,000","37,443,000","44,064,000","5,286,000","4,605","4,805","4,250","4,320"," "," "," ",428
1979,TEXAS,48,"  ","   ",YEAR,RICE,"538,000","20,000","2,000","560,000","536,000","19,000","557,000","2,000","272,380,000","75,000","22,646,000","23,481,000","760,000","3,750","4,000","4,225","4,220"," "," "," ",419
1979,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.7," "," "," "
1979,MISSOURI,29,"  ","   ",YEAR,RICE,"32,000","3,000"," ","35,000","32,000","3,000","35,000"," ","14,263,000"," ","1,216,000","1,333,000","117,000"," ","3,900","3,800","3,810"," "," "," ",381
1979,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.3," "," "," "
1979,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"209,000","1,000"," ","210,000","206,000","1,000","207,000"," ","86,355,000"," ","8,343,000","8,384,000","41,000"," ","4,100","4,050","4,050"," "," "," ",399.2
1979,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.6," "," "," "
1979,LOUISIANA,22,"  ","   ",YEAR,RICE,"286,000","244,000"," ","530,000","285,000","243,000","528,000"," ","218,816,000"," ","11,044,000","20,643,000","9,599,000"," ","3,950","3,875","3,910"," "," "," ",389
1979,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.55," "," "," "
1979,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","375,000","150,000","525,000"," ","373,000","522,000","149,000","325,101,000","9,424,000"," ","34,042,000","24,618,000","6,325","6,600"," ","6,520"," "," "," ",648
1979,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.6," "," "," "
1979,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.6," "," "," "
1980,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"246,000","4,000"," ","250,000","236,000","4,000","240,000"," ","117,170,000"," ","9,086,000","9,226,000","140,000"," ","3,500","3,850","3,840"," "," "," ",368.6
1980,MISSOURI,29,"  ","   ",YEAR,RICE,"50,000","4,600","1,400","56,000","50,000","4,600","56,000","1,400","28,794,000","50,000","2,100,000","2,341,000","191,000","3,575","4,150","4,200","4,180"," "," "," ",418
1980,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.8," "," "," "
1980,TEXAS,48,"  ","   ",YEAR,RICE,"576,000","14,000"," ","590,000","572,000","14,000","586,000"," ","317,619,000"," ","24,310,000","24,814,000","504,000"," ","3,600","4,250","4,230"," "," "," ",421
1980,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.3," "," "," "
1980,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12," "," "," "
1980,LOUISIANA,22,"  ","   ",YEAR,RICE,"266,000","349,000"," ","615,000","250,000","335,000","585,000"," ","249,216,000"," ","8,875,000","20,768,000","11,893,000"," ","3,550","3,550","3,550"," "," "," ",338
1980,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.1," "," "," "
1980,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","455,000","114,000","569,000"," ","452,000","565,000","113,000","513,043,000","6,780,000"," ","36,386,000","29,606,000","6,000","6,550"," ","6,440"," "," "," ",639
1980,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.3," "," "," "
1980,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,077,000","198,000","25,000","1,300,000","1,062,000","194,000","1,280,000","24,000","647,165,000","1,062,000","42,480,000","52,615,000","9,073,000","4,425","4,675","4,000","4,110"," "," "," ",405
1980,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.7," "," "," "
1981,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.14," "," "," "
1981,MISSOURI,29,"  ","   ",YEAR,RICE,"68,000","8,200",800,"77,000","67,000","8,200","76,000",800,"29,441,000","32,000","2,747,000","3,099,000","320,000","4,000","3,900","4,100","4,080"," "," "," ",402
1981,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.5," "," "," "
1981,TEXAS,48,"  ","   ",YEAR,RICE,"536,000","44,000"," ","580,000","535,000","44,000","579,000"," ","283,286,000"," ","25,413,000","27,239,000","1,826,000"," ","4,150","4,750","4,700"," "," "," ",470
1981,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.4," "," "," "
1981,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,307,000","228,000","25,000","1,560,000","1,293,000","223,000","1,540,000","24,000","652,246,000","1,236,000","57,280,000","69,610,000","11,094,000","5,150","4,975","4,430","4,520"," "," "," ",446
1981,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.37," "," "," "
1981,CALIFORNIA,06,"  ","   ",YEAR,RICE," ","464,000","136,000","600,000"," ","458,000","593,000","135,000","300,791,000","9,551,000"," ","40,924,000","31,373,000","7,075","6,850"," ","6,900"," "," "," ",682
1981,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.35," "," "," "
1981,LOUISIANA,22,"  ","   ",YEAR,RICE,"260,000","410,000"," ","670,000","259,000","408,000","667,000"," ","253,450,000"," ","10,554,000","27,078,000","16,524,000"," ","4,050","4,075","4,060"," "," "," ",404
1981,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.36," "," "," "
1981,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"330,000","10,000"," ","340,000","328,000","9,000","337,000"," ","135,199,000"," ","14,432,000","14,792,000","360,000"," ","4,000","4,400","4,390"," "," "," ",435.1
1982,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.94," "," "," "
1982,TEXAS,48,"  ","   ",YEAR,RICE,"443,000","32,000"," ","475,000","442,000","32,000","474,000"," ","198,593,000"," ","20,774,000","22,214,000","1,440,000"," ","4,500","4,700","4,690"," "," "," ",468
1982,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.66," "," "," "
1982,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"250,000"," "," ","250,000","245,000"," ","245,000"," ","87,414,000"," ","10,094,000","10,094,000"," "," "," ","4,120","4,120"," "," "," ",403.8
1982,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.05," "," "," "
1982,LOUISIANA,22,"  ","   ",YEAR,RICE,"270,000","330,000"," ","600,000","269,000","329,000","598,000"," ","200,139,000"," ","10,962,000","24,862,000","13,900,000"," ","4,225","4,075","4,160"," "," "," ",414
1982,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.65," "," "," "
1982,CALIFORNIA,06,"  ","   ",YEAR,RICE,"14,000","409,000","117,000","540,000","14,000","406,000","535,000","115,000","238,389,000","7,820,000","826,000","35,848,000","27,202,000","6,800","6,700","5,900","6,700"," "," "," ",663.9
1982,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.61," "," "," "
1982,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,151,000","177,000","22,000","1,350,000","1,134,000","175,000","1,330,000","21,000","491,089,000","1,029,000","47,608,000","57,037,000","8,400,000","4,900","4,800","4,200","4,290"," "," "," "," "
1982,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.65," "," "," "
1982,MISSOURI,29,"  ","   ",YEAR,RICE,"71,000","8,500",500,"80,000","71,000","8,500","80,000",500,"30,984,000","22,000","3,160,000","3,582,000","400,000","4,400","4,700","4,450","4,480"," "," "," ",448
1983,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.49," "," "," "
1983,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.97," "," "," "
1983,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"162,000"," "," ","162,000","161,000"," ","161,000"," ","61,373,000"," ","6,440,000","6,440,000"," "," "," ","4,000","4,000"," "," "," ",397.5
1983,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.9," "," "," "
1983,LOUISIANA,22,"  ","   ",YEAR,RICE,"210,000","180,000"," ","390,000","206,000","179,000","385,000"," ","130,768,000"," ","7,622,000","14,693,000","7,071,000"," ","3,950","3,700","3,820"," "," "," ",377
1983,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.96," "," "," "
1983,CALIFORNIA,06,"  ","   ",YEAR,RICE,"22,000","200,000","108,000","330,000","22,000","199,000","328,000","107,000","160,699,000","7,651,000","1,309,000","23,089,000","14,129,000","7,150","7,100","5,950","7,040"," "," "," ",700
1983,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.18," "," "," "
1983,ARKANSAS,05,"  ","   ",YEAR,RICE,"794,000","122,000","9,000","925,000","786,000","121,000","915,000","8,000","359,480,000","363,000","33,012,000","39,159,000","5,784,000","4,540","4,780","4,200","4,280"," "," "," ",423
1983,MISSOURI,29,"  ","   ",YEAR,RICE,"61,000","2,000"," ","63,000","60,000","2,000","62,000"," ","24,048,000"," ","2,460,000","2,534,000","74,000"," ","3,700","4,100","4,090"," "," "," ",402
1983,TEXAS,48,"  ","   ",YEAR,RICE,"310,000","10,000"," ","320,000","308,000","10,000","318,000"," ","137,636,000"," ","13,475,000","13,805,000","330,000"," ","3,300","4,375","4,340"," "," "," ",431
1983,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.53," "," "," "
1984,MISSOURI,29,"  ","   ",YEAR,RICE,"74,000","2,000","1,000","77,000","73,000","2,000","76,000","1,000","30,389,000","45,000","3,358,000","3,493,000","90,000","4,500","4,500","4,600","4,600"," "," "," ",454
1984,CALIFORNIA,06,"  ","   ",YEAR,RICE,"68,000","290,000","100,000","458,000","67,000","285,000","450,000","98,000","206,146,000","7,252,000","4,288,000","32,060,000","20,520,000","7,400","7,200","6,400","7,120"," "," "," ",700
1984,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"195,000"," "," ","195,000","190,000"," ","190,000"," ","73,393,000"," ","8,265,000","8,265,000"," "," "," ","4,350","4,350"," "," "," ",423.8
1984,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.2," "," "," "
1984,LOUISIANA,22,"  ","   ",YEAR,RICE,"340,000","190,000"," ","530,000","339,000","189,000","528,000"," ","179,842,000"," ","13,899,000","21,932,000","8,033,000"," ","4,250","4,100","4,150"," "," "," ",414
1984,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.43," "," "," "
1984,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.7," "," "," "
1984,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.51," "," "," "
1984,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,032,000","123,000","5,000","1,160,000","1,024,000","122,000","1,150,000","4,000","450,179,000","180,000","46,320,000","52,900,000","6,400,000","4,500","5,240","4,520","4,600"," "," "," ",456
1984,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.9," "," "," "
1984,TEXAS,48,"  ","   ",YEAR,RICE,"404,000","6,000"," ","410,000","402,000","6,000","408,000"," ","179,424,000"," ","19,899,000","20,160,000","261,000"," ","4,350","4,950","4,940"," "," "," ",492
1984,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.88," "," "," "
1985,CALIFORNIA,06,"  ","   ",YEAR,RICE,"55,000","260,000","80,000","395,000","54,000","258,000","390,000","78,000","151,734,000","6,006,000","3,834,000","28,468,000","18,628,000","7,700","7,220","7,100","7,300"," "," "," ",721
1985,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.05," "," "," "
1985,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"190,000"," "," ","190,000","188,000"," ","188,000"," ","71,412,000"," ","10,058,000","10,058,000"," "," "," ","5,350","5,350"," "," "," ",529
1985,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.24," "," "," "
1985,LOUISIANA,22,"  ","   ",YEAR,RICE,"325,000","140,000"," ","465,000","324,000","139,000","463,000"," ","146,653,000"," ","14,418,000","20,256,000","5,838,000"," ","4,200","4,450","4,370"," "," "," ",436
1985,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.33," "," "," "
1985,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.1," "," "," "
1985,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.7," "," "," "
1985,ARKANSAS,05,"  ","   ",YEAR,RICE,"989,000","69,500","1,500","1,060,000","979,000","69,500","1,050,000","1,500","365,800,000","76,000","50,712,000","54,597,000","3,809,000","5,070","5,480","5,180","5,200"," "," "," "," "
1985,TEXAS,48,"  ","   ",YEAR,RICE,"327,000","3,000"," ","330,000","326,000","3,000","329,000"," ","133,364,000"," ","17,930,000","18,071,000","141,000"," ","4,700","5,500","5,490"," "," "," ",548
1985,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.38," "," "," "
1985,MISSOURI,29,"  ","   ",YEAR,RICE,"71,000","1,000"," ","72,000","71,000","1,000","72,000"," ","24,414,000"," ","3,415,000","3,463,000","48,000"," ","4,800","4,810","4,810"," "," "," ",481
1986,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.57," "," "," "
1986,MISSOURI,29,"  ","   ",YEAR,RICE,"66,000","2,000"," ","68,000","65,000","2,000","67,000"," ","12,259,000"," ","3,335,000","3,434,000","99,000"," ","4,950","5,130","5,120"," "," "," ",505
1986,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.91," "," "," "
1986,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"200,000"," "," ","200,000","198,000"," ","198,000"," ","41,806,000"," ","10,692,000","10,692,000"," "," "," ","5,400","5,400"," "," "," ",534.6
1986,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.03," "," "," "
1986,LOUISIANA,22,"  ","   ",YEAR,RICE,"310,000","120,000"," ","430,000","307,000","119,000","426,000"," ","78,101,000"," ","14,061,000","19,380,000","5,319,000"," ","4,470","4,580","4,550"," "," "," ",451
1986,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.22," "," "," "
1986,CALIFORNIA,06,"  ","   ",YEAR,RICE,"20,000","288,000","55,000","363,000","20,000","285,000","360,000","55,000","88,172,000","4,290,000","1,520,000","27,727,000","21,917,000","7,800","7,690","7,600","7,700"," "," "," ",764
1986,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.68," "," "," "
1986,ARKANSAS,05,"  ","   ",YEAR,RICE,"944,000","85,000","1,000","1,030,000","935,000","84,000","1,020,000","1,000","198,941,000","54,000","49,462,000","54,060,000","4,544,000","5,400","5,410","5,290","5,300"," "," "," ",525
1986,TEXAS,48,"  ","   ",YEAR,RICE,"282,000","8,000"," ","290,000","281,000","8,000","289,000"," ","76,226,000"," ","17,703,000","18,063,000","360,000"," ","4,500","6,300","6,250"," "," "," ",623
1986,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.18," "," "," "
1987,TEXAS,48,"  ","   ",YEAR,RICE,"264,000","6,000"," ","270,000","263,000","6,000","269,000"," ","128,079,000"," ","15,547,000","15,871,000","324,000"," ","5,400","5,910","5,900"," "," "," ",588
1987,MISSOURI,29,"  ","   ",YEAR,RICE,"64,000","3,000"," ","67,000","63,000","3,000","66,000"," ","26,409,000"," ","3,420,000","3,564,000","144,000"," ","4,800","5,430","5,400"," "," "," ",532
1987,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.9," "," "," "
1987,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"200,000"," "," ","200,000","198,000"," ","198,000"," ","79,774,000"," ","10,098,000","10,098,000"," "," "," ","5,100","5,100"," "," "," ",504.9
1987,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.65," "," "," "
1987,LOUISIANA,22,"  ","   ",YEAR,RICE,"265,000","160,000"," ","425,000","262,000","158,000","420,000"," ","146,192,000"," ","12,079,000","19,110,000","7,031,000"," ","4,450","4,610","4,550"," "," "," ",450
1987,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.72," "," "," "
1987,CALIFORNIA,06,"  ","   ",YEAR,RICE,"36,000","299,000","39,000","374,000","36,000","295,000","370,000","39,000","187,723,000","2,847,000","2,592,000","27,935,000","22,496,000","7,300","7,600","7,200","7,550"," "," "," ",747
1987,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.6," "," "," "
1987,ARKANSAS,05,"  ","   ",YEAR,RICE,"885,000","133,000","2,000","1,020,000","876,000","132,000","1,010,000","2,000","402,990,000","110,000","45,259,000","53,025,000","7,656,000","5,500","5,800","5,170","5,250"," "," "," ",520
1987,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.07," "," "," "
1987,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.41," "," "," "
1988,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.22," "," "," "
1988,LOUISIANA,22,"  ","   ",YEAR,RICE,"395,000","150,000"," ","545,000","388,000","147,000","535,000"," ","166,152,000"," ","17,538,000","24,080,000","6,542,000"," ","4,450","4,520","4,500"," "," "," ",442
1988,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.02," "," "," "
1988,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"255,000","10,000"," ","265,000","250,000","10,000","260,000"," ","96,736,000"," ","13,275,000","13,780,000","505,000"," ","5,050","5,310","5,300"," "," "," ",520
1988,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.9," "," "," "
1988,TEXAS,48,"  ","   ",YEAR,RICE,"382,000","8,000"," ","390,000","380,000","8,000","388,000"," ","168,547,000"," ","22,824,000","23,280,000","456,000"," ","5,700","6,010","6,000"," "," "," ",597
1988,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.15," "," "," "
1988,CALIFORNIA,06,"  ","   ",YEAR,RICE,"60,000","320,000","50,000","430,000","60,000","315,000","425,000","50,000","183,516,000","3,590,000","4,200,000","29,840,000","22,050,000","7,180","7,000","7,000","7,020"," "," "," ",694
1988,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.9," "," "," "
1988,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,084,000","135,000","1,000","1,220,000","1,075,000","134,000","1,210,000","1,000","446,672,000","52,000","57,447,000","64,735,000","7,236,000","5,200","5,400","5,340","5,350"," "," "," ",531
1988,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.24," "," "," "
1988,MISSOURI,29,"  ","   ",YEAR,RICE,"81,000","2,000"," ","83,000","80,000","2,000","82,000"," ","30,194,000"," ","4,080,000","4,182,000","102,000"," ","5,100","5,100","5,100"," "," "," ",504
1989,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.27," "," "," "
1989,TEXAS,48,"  ","   ",YEAR,RICE,"332,000","8,000"," ","340,000","330,000","8,000","338,000"," ","154,513,000"," ","18,874,000","19,266,000","392,000"," ","4,900","5,720","5,700"," "," "," ",567
1989,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.57," "," "," "
1989,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"240,000"," "," ","240,000","235,000"," ","235,000"," ","101,400,000"," ","13,395,000","13,395,000"," "," "," ","5,700","5,700"," "," "," ",558.1
1989,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.81," "," "," "
1989,LOUISIANA,22,"  ","   ",YEAR,RICE,"310,000","195,000"," ","505,000","295,000","190,000","485,000"," ","167,821,000"," ","13,128,000","21,488,000","8,360,000"," ","4,400","4,450","4,430"," "," "," ",426
1989,MISSOURI,29,"  ","   ",YEAR,RICE,"80,000","1,000"," ","81,000","78,000","1,000","79,000"," ","30,974,000"," ","4,056,000","4,108,000","52,000"," ","5,200","5,200","5,200"," "," "," ",507
1989,CALIFORNIA,06,"  ","   ",YEAR,RICE,"30,000","335,000","50,000","415,000","30,000","330,000","410,000","50,000","203,085,000","3,825,000","2,250,000","32,390,000","26,315,000","7,650","7,974","7,500","7,900"," "," "," ",780.5
1989,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.46," "," "," "
1989,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,039,000","110,000","1,000","1,150,000","1,030,000","109,000","1,140,000","1,000","476,246,000","60,000","57,458,000","63,840,000","6,322,000","6,000","5,800","5,580","5,600"," "," "," ",555
1989,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.02," "," "," "
